date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:22:54	20502/20502	---M-Z	200	added ('OK')	text/css	etag:%225016-64c5cfe63d86f-gzip%22	https://novalysenergie.fr/wp-content/themes/extendable/style.css?ver=2.1.3	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/style4c71.css	(from https://novalysenergie.fr/)
17:22:54	1837/1837	---M-Z	200	added ('OK')	text/css	etag:%2272d-64c5cfe622abf-gzip%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/css/animations.css?ver=2.1.3	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/css/animations4c71.css	(from https://novalysenergie.fr/)
17:22:55	28671/28671	---M-Z	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202026%2016:22:56%20GMT	https://novalysenergie.fr/wp-json/wp/v2/pages/299	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-json/wp/v2/pages/299.json	(from https://novalysenergie.fr/)
17:22:55	238400/238400	---M-Z	200	added ('OK')	application/json	date:Wed,%2025%20Mar%202026%2016:22:56%20GMT	https://novalysenergie.fr/wp-json/	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-json/index.html	(from https://novalysenergie.fr/)
17:22:55	816/816	---M-Z	200	added ('OK')	text/xml	date:Wed,%2025%20Mar%202026%2016:22:57%20GMT	https://novalysenergie.fr/xmlrpc.php?rsd	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/xmlrpc0db0.php	(from https://novalysenergie.fr/)
17:22:55	41194/41194	---M-Z	200	added ('OK')	text/javascript	etag:%22a0ea-6498f584f31c0-gzip%22	https://novalysenergie.fr/wp-includes/js/dist/script-modules/interactivity/index.min.js?ver=66c613f68580994bb00a	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-includes/js/dist/script-modules/interactivity/index.min9db3.js	(from https://novalysenergie.fr/)
17:22:55	189324/189324	---M--	200	added ('OK')	font/woff2	etag:%222e38c-64c5cfe6251cf%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/archivo/archivo_wght.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/archivo/archivo_wght.woff2	(from https://novalysenergie.fr/)
17:22:56	53696/53696	---M--	200	added ('OK')	font/woff2	etag:%22d1c0-64c5cfe6251cf%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/arsenal/arsenal-regular.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/arsenal/arsenal-regular.woff2	(from https://novalysenergie.fr/)
17:22:56	55020/55020	---M--	200	added ('OK')	font/woff2	etag:%22d6ec-64c5cfe6251cf%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/arsenal/arsenal-bold.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/arsenal/arsenal-bold.woff2	(from https://novalysenergie.fr/)
17:22:56	139284/139284	---M--	200	added ('OK')	font/woff2	etag:%2222014-64c5cfe6278df%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/baloo-tamma-2/baloo-tamma-2_wght.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/baloo-tamma-2/baloo-tamma-2_wght.woff2	(from https://novalysenergie.fr/)
17:22:56	39160/39160	---M--	200	added ('OK')	font/woff2	etag:%2298f8-64c5cfe6278df%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/geom/geom-variable.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/geom/geom-variable.woff2	(from https://novalysenergie.fr/)
17:22:56	188260/188260	---M--	200	added ('OK')	font/woff2	etag:%222df64-64c5cfe6278df%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/gotu/gotu-regular.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/gotu/gotu-regular.woff2	(from https://novalysenergie.fr/)
17:22:57	63808/63808	---M--	200	added ('OK')	font/woff2	etag:%22f940-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/heebo/heebo-variable-wght.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/heebo/heebo-variable-wght.woff2	(from https://novalysenergie.fr/)
17:22:57	23456/23456	---M--	200	added ('OK')	font/woff2	etag:%225ba0-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/hind/hind-variable.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/hind/hind-variable.woff2	(from https://novalysenergie.fr/)
17:22:57	59240/59240	---M--	200	added ('OK')	font/woff2	etag:%22e768-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-thin.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-thin.woff2	(from https://novalysenergie.fr/)
17:22:57	64072/64072	---M--	200	added ('OK')	font/woff2	etag:%22fa48-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-extra-light.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-extra-light.woff2	(from https://novalysenergie.fr/)
17:22:58	63496/63496	---M--	200	added ('OK')	font/woff2	etag:%22f808-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-light.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-light.woff2	(from https://novalysenergie.fr/)
17:22:58	60172/60172	---M--	200	added ('OK')	font/woff2	etag:%22eb0c-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-regular.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-regular.woff2	(from https://novalysenergie.fr/)
17:22:58	63940/63940	---M--	200	added ('OK')	font/woff2	etag:%22f9c4-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-medium.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-medium.woff2	(from https://novalysenergie.fr/)
17:22:58	64200/64200	---M--	200	added ('OK')	font/woff2	etag:%22fac8-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-semibold.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-semibold.woff2	(from https://novalysenergie.fr/)
17:22:58	60192/60192	---M--	200	added ('OK')	font/woff2	etag:%22eb20-64c5cfe629fef%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-bold.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/ibm-plex-sans/ibm-plex-sans-bold.woff2	(from https://novalysenergie.fr/)
17:22:59	150244/150244	---M--	200	added ('OK')	font/woff2	etag:%2224ae4-64c5cfe62c6ff%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/inconsolata/inconsolata-variable.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/inconsolata/inconsolata-variable.woff2	(from https://novalysenergie.fr/)
17:22:59	326108/326108	---M--	200	added ('OK')	font/woff2	etag:%224f9dc-64c5cfe62c6ff%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/inter/inter-variable.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/inter/inter-variable.woff2	(from https://novalysenergie.fr/)
17:22:59	50396/50396	---M--	200	added ('OK')	font/woff2	etag:%22c4dc-64c5cfe62c6ff%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/jost/jost-variable.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/jost/jost-variable.woff2	(from https://novalysenergie.fr/)
17:22:59	41624/41624	---M--	200	added ('OK')	font/woff2	etag:%22a298-64c5cfe62ee0f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/karla/karla.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/karla/karla.woff2	(from https://novalysenergie.fr/)
17:22:59	20884/20884	---M--	200	added ('OK')	font/woff2	etag:%225194-64c5cfe62ee0f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/koulen/koulen-regular.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/koulen/koulen-regular.woff2	(from https://novalysenergie.fr/)
17:23:00	50128/50128	---M--	200	added ('OK')	font/woff2	etag:%22c3d0-64c5cfe62ee0f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/manrope/manrope.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/manrope/manrope.woff2	(from https://novalysenergie.fr/)
17:23:00	18408/18408	---M--	200	added ('OK')	font/woff2	etag:%2247e8-64c5cfe62ee0f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/marcellus/marcellus_wght.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/marcellus/marcellus_wght.woff2	(from https://novalysenergie.fr/)
17:23:00	124924/124924	---M--	200	added ('OK')	font/woff2	etag:%221e7fc-64c5cfe63151f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/montserrat/montserrat.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/montserrat/montserrat.woff2	(from https://novalysenergie.fr/)
17:23:00	77172/77172	---M--	200	added ('OK')	font/woff2	etag:%2212d74-64c5cfe63151f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/mulish/mulish.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/mulish/mulish.woff2	(from https://novalysenergie.fr/)
17:23:01	722904/722904	---M--	200	added ('OK')	font/woff2	etag:%22b07d8-64c5cfe63151f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/noto-serif-display/noto-serif-display.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/noto-serif-display/noto-serif-display.woff2	(from https://novalysenergie.fr/)
17:23:01	70608/70608	---M--	200	added ('OK')	font/woff2	etag:%22113d0-64c5cfe633c2f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/oswald/oswald.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/oswald/oswald.woff2	(from https://novalysenergie.fr/)
17:23:01	82924/82924	---M--	200	added ('OK')	font/woff2	etag:%22143ec-64c5cfe633c2f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/radio-canada/radio-canada.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/radio-canada/radio-canada.woff2	(from https://novalysenergie.fr/)
17:23:01	728620/728620	---M--	200	added ('OK')	font/woff2	etag:%22b1e2c-64c5cfe633c2f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/roboto-flex/roboto-flex.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/roboto-flex/roboto-flex.woff2	(from https://novalysenergie.fr/)
17:23:01	76868/76868	---M--	200	added ('OK')	font/woff2	etag:%2212c44-64c5cfe63633f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/rubik/rubik.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/rubik/rubik.woff2	(from https://novalysenergie.fr/)
17:23:02	424172/424172	---M--	200	added ('OK')	font/woff2	etag:%22678ec-64c5cfe63633f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/source-serif-pro/source-serif-pro.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/source-serif-pro/source-serif-pro.woff2	(from https://novalysenergie.fr/)
17:23:02	32336/32336	---M--	200	added ('OK')	font/woff2	etag:%227e50-64c5cfe638a4f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/space-mono/space-mono-regular.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/space-mono/space-mono-regular.woff2	(from https://novalysenergie.fr/)
17:23:02	32096/32096	---M--	200	added ('OK')	font/woff2	etag:%227d60-64c5cfe638a4f%22	https://novalysenergie.fr/wp-content/themes/extendable/assets/fonts/space-mono/space-mono-bold.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/themes/extendable/assets/fonts/space-mono/space-mono-bold.woff2	(from https://novalysenergie.fr/)
17:23:02	11836/11836	---M--	200	added ('OK')	font/woff2	etag:%222e3c-64c5d94805e91%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-200-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-200-normal.woff2	(from https://novalysenergie.fr/)
17:23:02	10616/10616	---M--	200	added ('OK')	font/woff2	etag:%222978-64c5d948344c1%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-200-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-200-normal.woff2	(from https://novalysenergie.fr/)
17:23:03	12200/12200	---M--	200	added ('OK')	font/woff2	etag:%222fa8-64c5d9485dcd1%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-300-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-300-normal.woff2	(from https://novalysenergie.fr/)
17:23:03	10832/10832	---M--	200	added ('OK')	font/woff2	etag:%222a50-64c5d94884dd1%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-300-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-300-normal.woff2	(from https://novalysenergie.fr/)
17:23:03	11816/11816	---M--	200	added ('OK')	font/woff2	etag:%222e28-64c5d948b0cf2%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-400-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-400-normal.woff2	(from https://novalysenergie.fr/)
17:23:03	10592/10592	---M--	200	added ('OK')	font/woff2	etag:%222960-64c5d948d7df2%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-400-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-400-normal.woff2	(from https://novalysenergie.fr/)
17:23:04	12312/12312	---M--	200	added ('OK')	font/woff2	etag:%223018-64c5d948feef2%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-500-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-500-normal.woff2	(from https://novalysenergie.fr/)
17:23:04	10864/10864	---M--	200	added ('OK')	font/woff2	etag:%222a70-64c5d94925ff2%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-500-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-500-normal.woff2	(from https://novalysenergie.fr/)
17:23:04	12188/12188	---M--	200	added ('OK')	font/woff2	etag:%222f9c-64c5d94956d32%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-600-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-600-normal.woff2	(from https://novalysenergie.fr/)
17:23:04	10896/10896	---M--	200	added ('OK')	font/woff2	etag:%222a90-64c5d94982c52%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-600-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-600-normal.woff2	(from https://novalysenergie.fr/)
17:23:05	12244/12244	---M--	200	added ('OK')	font/woff2	etag:%222fd4-64c5d949ac462%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-700-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-700-normal.woff2	(from https://novalysenergie.fr/)
17:23:05	11008/11008	---M--	200	added ('OK')	font/woff2	etag:%222b00-64c5d949d5c72%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-700-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-700-normal.woff2	(from https://novalysenergie.fr/)
17:23:05	11896/11896	---M--	200	added ('OK')	font/woff2	etag:%222e78-64c5d94a069b3%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-800-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-800-normal.woff2	(from https://novalysenergie.fr/)
17:23:05	10804/10804	---M--	200	added ('OK')	font/woff2	etag:%222a34-64c5d94a34fe3%22	https://novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-800-normal.woff2	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/fonts/plus-jakarta-sans-latin-ext-800-normal.woff2	(from https://novalysenergie.fr/)
17:23:05	502/502	---M--	200	added ('OK')	image/png	etag:%221f6-64c27b3ef9852%22	https://novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-32x32.png	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-32x32.png	(from https://novalysenergie.fr/)
17:23:06	2015/2015	---M--	200	added ('OK')	image/png	etag:%227df-64c27b3ef4a32%22	https://novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-192x192.png	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-192x192.png	(from https://novalysenergie.fr/)
17:23:06	1920/1920	---M--	200	added ('OK')	image/png	etag:%22780-64c27b3ef7142%22	https://novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-180x180.png	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/2026/03/cropped-embleme-1-180x180.png	(from https://novalysenergie.fr/)
17:23:06	53775/53775	---M--	200	added ('OK')	image/png	etag:%22d20f-64c287ef840fe%22	https://novalysenergie.fr/wp-content/uploads/2026/03/LOGO-1.png	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/2026/03/LOGO-1.png	(from https://novalysenergie.fr/)
17:23:06	152762/152762	---M--	200	added ('OK')	image/jpeg	etag:%22254ba-64c5dee92b4b5%22	https://novalysenergie.fr/wp-content/uploads/2026/03/e4e9eff67929fb6dcdad0757df404f61ab231960.jpg	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/wp-content/uploads/2026/03/e4e9eff67929fb6dcdad0757df404f61ab231960.jpg	(from https://novalysenergie.fr/)
17:23:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2025%20Mar%202026%2016:23:08%20GMT	https://novalysenergie.fr/contact-3	D:/code/sites/pages%20web/site%20demos/recuperation%20de%20site%20exemple/novalyse/novalyse/novalysenergie.fr/contact-3	(from https://novalysenergie.fr/)
